time,PUTs,updates
2016-03-17T08:05:36,1, 0
2016-03-17T08:05:38,1, 0
2016-03-17T08:05:39,1, 0
2016-03-17T08:05:40,1, 0
2016-03-17T08:05:41,1, 0
2016-03-17T08:05:43,1, 0
2016-03-17T08:05:44,1, 0
2016-03-17T08:05:45,1, 0
2016-03-17T08:05:46,1, 0
2016-03-17T08:05:48,1, 0
2016-03-17T08:05:49,1, 0
2016-03-17T08:05:50,1, 0
2016-03-17T08:05:51,1, 0
2016-03-17T08:05:53,1, 0
2016-03-17T08:05:54,1, 0
2016-03-17T08:05:55,1, 0
2016-03-17T08:05:56,1, 0
2016-03-17T08:05:58,1, 0
2016-03-17T08:05:59,1, 0
2016-03-17T08:06:00,1, 0
2016-03-17T08:06:01,1, 0
2016-03-17T08:06:03,1, 0
2016-03-17T08:06:04,1, 0
2016-03-17T08:06:05,1, 0
2016-03-17T08:06:06,1, 0
2016-03-17T08:06:08,1, 0
2016-03-17T08:06:09,1, 0
2016-03-17T08:06:10,1, 0
2016-03-17T08:06:11,1, 0
2016-03-17T08:06:13,1, 0
2016-03-17T08:06:14,1, 0
2016-03-17T08:06:15,1, 0
2016-03-17T08:06:16,1, 0
2016-03-17T08:06:18,1, 0
2016-03-17T08:06:19,1, 0
2016-03-17T08:06:20,1, 0
2016-03-17T08:06:21,1, 0
2016-03-17T08:06:23,1, 0
2016-03-17T08:06:24,1, 0
2016-03-17T08:06:25,1, 0
2016-03-17T08:06:26,1, 0
2016-03-17T08:06:28,1, 0
2016-03-17T08:06:29,1, 0
2016-03-17T08:06:30,1, 0
2016-03-17T08:06:31,1, 0
2016-03-17T08:06:33,1, 0
2016-03-17T08:06:34,1, 0
2016-03-17T08:06:35,1, 0
2016-03-17T08:06:36,1, 0
2016-03-17T08:06:38,1, 0
2016-03-17T08:06:39,1, 0
2016-03-17T08:06:40,1, 0
2016-03-17T08:06:41,1, 0
2016-03-17T08:06:43,1, 0
2016-03-17T08:06:44,1, 0
2016-03-17T08:06:45,1, 0
2016-03-17T08:06:47,1, 0
2016-03-17T08:06:48,1, 0
2016-03-17T08:06:49,1, 0
2016-03-17T08:06:50,1, 0
2016-03-17T08:06:51,1, 0
2016-03-17T08:06:53,1, 0
2016-03-17T08:06:54,1, 0
2016-03-17T08:06:55,1, 0
2016-03-17T08:06:56,1, 0
2016-03-17T08:06:58,1, 0
2016-03-17T08:06:59,1, 0
2016-03-17T08:07:00,1, 0
2016-03-17T08:07:01,1, 0
2016-03-17T08:07:03,1, 0
2016-03-17T08:07:04,1, 0
2016-03-17T08:07:05,1, 0
2016-03-17T08:07:06,1, 0
2016-03-17T08:07:08,1, 0
2016-03-17T08:07:09,1, 0
2016-03-17T08:07:10,1, 0
2016-03-17T08:07:11,1, 0
2016-03-17T08:07:13,1, 0
2016-03-17T08:07:14,1, 0
2016-03-17T08:07:15,1, 0
2016-03-17T08:07:16,1, 0
2016-03-17T08:07:18,1, 0
2016-03-17T08:07:19,1, 0
2016-03-17T08:07:20,1, 0
2016-03-17T08:07:21,1, 0
2016-03-17T08:07:22,1, 0
2016-03-17T08:07:24,1, 0
2016-03-17T08:07:25,1, 0
2016-03-17T08:07:26,1, 0
2016-03-17T08:07:27,1, 0
2016-03-17T08:07:29,1, 0
2016-03-17T08:07:30,1, 0
2016-03-17T08:07:31,1, 0
2016-03-17T08:07:33,1, 0
2016-03-17T08:07:34,1, 0
2016-03-17T08:07:35,1, 0
2016-03-17T08:07:36,1, 0
2016-03-17T08:07:38,1, 0
2016-03-17T08:07:39,1, 0
2016-03-17T08:07:40,1, 0
2016-03-17T08:07:41,1, 0
2016-03-17T08:07:42,1, 0
2016-03-17T08:07:44,1, 0
2016-03-17T08:07:45,1, 0
2016-03-17T08:07:46,1, 0
2016-03-17T08:07:47,1, 0
2016-03-17T08:07:49,1, 0
2016-03-17T08:07:50,1, 0
2016-03-17T08:07:51,1, 0
2016-03-17T08:07:52,1, 0
2016-03-17T08:07:54,1, 0
2016-03-17T08:07:55,1, 0
2016-03-17T08:07:56,1, 0
2016-03-17T08:07:57,1, 0
2016-03-17T08:07:59,1, 0
2016-03-17T08:08:00,1, 0
2016-03-17T08:08:01,1, 0
